,공원명,면적,주요시설,오시는길,이용시참고사항,구별,addr,lng,lat
106,초안산생태공원,22113.0,조경시설 : 잔디광장 계류 생태연못 녹지대 편의시설 : 음수대 유희시설 : 조합놀이대 시소 그네 운동시설 : 생활체육시설 관리시설 : CCTV 공원등 공원안내판 유희시설 : 산책로 중앙진입로 ,지하철 버스 지하철 : 창동역(2번출구)이나 녹천역(1번출구) 이용 버스 : 1133번 1157번 창일중학교 앞 하차 1138번 창1동주민센터 하차 승용차 : 대중교통을 이용하세요 주차장 : 없음 ,일반사항 자전거나 인라인 스케이트 이용불가합니다. 애견 동반시 목줄 착용하시고 배설물은 스스로 치웁니다. 자기 쓰레기는 되가져가세요 음주 및 흡연 불가합니다. 각종 음식물 배달행위 금지합니다. 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 시설물 풀과 나무를 보호합니다. 음주 가무 소란행위를 하지 않습니다. ,도봉구,서울특별시 도봉구 창동 산24,127.0405382,37.647948299999996
107,서오능도시자연공원,1082847.0,산책로(둘레길) 탑골생태공원 유아숲체험장 운동시설 등,,공원을 깨끗하게 이용합시다. 대중교통을 이용해주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,은평구,서울특별시 은평구 구파발동 갈현동 진관내동,126.91343379999999,37.637482299999995
108,청계산도시자연공원,3692455.0,정자 4동 파고라 약수터 화장실 등,,,서초구,서울특별시 서초구 원지동 산 33,127.0424726,37.422434700000004
109,개화근린공원,386500.0,약사사 약사사 3층석탑 미타사 약수터 6?25전사자위령탑 운동시설 등,제1등산로 : 지하철5호선 방화역(3번출구) 방화근린공원 제2등산로 : 지하철5호선 방화역(3번출구) 방화5단지 교차로 방원중학교 제3등산로 : 지하철5호선 방화역(3번출구) 방원중학교 무장애숲길 입구 ,개화산 제1등산로(강서둘레길 1코스) -------- 3.35㎞  방화근린공원 약사사 봉화정 신선바위 하늘길전망대 방화근린공원  개화산 제2등산로(정상길) -------- 1.2㎞  방원중학교 앞 약수터 약사사삼거리 개화산전망대  개화산 제3등산로(무장애 숲길) -------- 0.7㎞  장애인주차장 소나무북카페 참나무북카페 하늘길전망대 ,강서구,서울특별시 강서구 개화동 산17,126.8068278,37.581391700000005
110,아차산생태공원,23450.0,남의광장 생태자료실 자생식물원 나비공원 습지원 황톳길 지압보도 및 약수터,제1등산로(광개토대왕길) : 아차산역(지하철5호선) ~ 3번 마을버스 ~ 도보 제2등산로(긴고랑길) : 군자역(지하철5호선) ~ 마을버스 2번    ,,광진구,서울특별시 광진구 광장동 370,127.1010031,37.551714200000006
111,인능산도시자연공원,2400833.0,,버스 : 양재역 중앙버스정류장에서 440 462 407 408 140번 버스 탑승 후 서울특별시립 어린이병원 정류장에서 하차 5분 도보1 버스 : 양재역 10번 출구 버스정류장에서 4432번 버스 탑승 후 새쟁이바을 정류장에서 하차 20분 도보    ,코스설명  - 1코스 : 서울특별시립 어린이병원 → 내곡보금자리 뒤(홍씨마을) → 인능산 헬기장  - 2코스 : 새쟁이마을 → 내곡터널 → 인능산 헬기장 ,서초구,서울특별시 서초구 내곡동 산12-404,127.0666632,37.4482109
112,구룡산,2752421.0,,접근방법 제1등산로 : (정류장 번호 : 22-302 버스 : 140 407 408 440 등) 하차 후 코이카 뒤쪽 등산로 제2등산로 : (정류장 번호 : 22-367 버스 141 405 등)하차 후 염곡약수터 등산로(10분 도보) 제3등산로 : 내곡동주민센터 정류장 하차 후 20분 도보 후 염곡마을 등산로 ,코스설명  - 제1등산로 : 코트라 → 쉼터 → 전망대  - 제2등산로 : 염곡약수터 → 쉼터 → 전망대  - 제3등산로 : 염곡마을 → 쉼터 → 전망대 ,서초구,서울특별시 서초구 염곡동 산25-1,127.061567,37.468947299999996
113,우면산도시자연공원,4180551.0,약수터 정자 화장실 등,주요 등산로 출입구는 남부순환로에 위치하고 있으므로 지하철 3호선 남부터미널역 또는 버스정류장 예술의전당 앞에서 하차 서초약수터~소망탑 코스 : 남부터미널역(도보 5분) 버스 임광A~소망탑 코스 : 버스 전원마을~성산약수터 코스 : 남태령역(도보 10분) 버스 ,주 등산로와 정류장(지하철버스) 연계현황  - 우면산을 이용하는 시민들은 주로 북측사면 [서초약수터~소망탑] 등산로와 [임광A~소망탑] 등산로를 이용하고 있으며 현재는 등산로 입구 앞에 종합안내판이 설치되어 있으나 2011년 산사태 이전 등산 안내도로써 최근 현황으로 교체 필요하며 등산로 내 방향안내판 역시 노후되어 있어 전체적인 교체 필요  - 우면산 남측사면 [송동마을~공군부대] [형촌마을~소망탑] 등산로는 보금자리주택 건설로 인하여 이용률이 높아질 것으로 예상되므로 등산로 입구에 종합안내판 설치 및 등산로 내 방향안내판 신규 설치가 필요 함.  ※ 안내판 설치 소요예산(95000천원)  - 방향안내판 1500천원 × 30개소 = 45000천원  - 종합안내판 10000천원 × 5개소 = 50000천원 ,서초구,서울특별시 서초구 우면동 산35-1,127.0091324,37.470484
114,향림근린공원,147859.0,산책로 구민체육센터 다목적체육관 축구장 등,,이용시 참고사항 공원을 깨끗하게 이용합시다. 대중교통을 이용해주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,은평구,서울특별시 은평구 진관동 산55,126.9240693,37.6293824
115,신사근린공원,111650.0,산책로 자연학습장 놀이터 등,,이용시 참고사항 공원을 깨끗하게 이용합시다. 대중교통을 이용해주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,은평구,서울특별시 은평구 신사동 산80-4,126.91029479999999,37.5920771
116,광평근린공원,519782.0,사당 재실 종회당 ,,,강남구,서울특별시 강남구 수서동 산10-1,127.092184,37.4880445
117,청담근린공원,59347.0,청소년회관 시비광장 실개천 배드민턴장 농구장 약수터 운동광장 등 ,,,강남구,서울특별시 강남구 청담동 66,127.052453,37.521325899999994
118,허브천문공원,25500.0,유리온실 관천대 전망데크 휴게데크 그늘막 별자리조명 등 ,,,강동구,서울특별시 강동구 둔촌동 산94,127.15339509999998,37.5372715
119,연신내물빛공원,2560.0,일출분수 파발벽천 수로 등  ,,,은평구,서울특별시 은평구 통일로 849,126.9207354,37.619052
120,나들이근린공원,32000.0,잔디마당 맨발광장 뜀동산 피크닉장 야생초화원 농촌체험장 ,,,중랑구,서울특별시 중구 망우동 산 30-7 일대,127.11326100000001,37.6054218
121,숭인근린공원,45615.0,,,,종로구,서울특별시 종로구 숭인동 58,127.0178267,37.5764419
122,서일대뒷산공원,631021.0,순국선열 추념탑 348㎡ 높이 22.3m ,,,중랑구,서울특별시 중랑구 면목동 산19,127.0987817,37.5877155
123,용마도시자연공원(사가정공원),109635.0,피크닉장 놀이터 체력단련장 체육관  ,,,중랑구,서울특별시 중랑구 면목7동 산50 ,127.095997,37.579762200000005
124,문화비축기지,140022.0,6개의탱크와 문화마당 녹지,, ? 일반사항  - 공원은 연중무휴이나 전시관은 월요일 휴관입니다.   - 공원을 깨끗하게 이용해 주시기 바랍니다.  - 대중교통을 이용해 주시기 바랍니다.   - 기념물 시설물 풀과 나무를 보호합니다.  - 야생동물보호를 위해 음식물 반입을 금지합니다.   - 야영 취사행위 및 불을 피우지 않습니다.  - 음주/가무/소란행위를 하지 않습니다.  - 쓰레기는 되가져 가시기 바랍니다.,마포구,서울특별시 마포구 증산로 87,126.89324548146364,37.571718477306064
125,경춘선숲길,211392.0,조경시설 : 텃밭 잔디광장 철길 산책로 등 건축시설 : 무궁화호 객차(방문자센터) 기타시설 : 경춘철교 ,지하철 이용시 지하철 7호선 하계역 4번출구 미성/장미아파트 도로 450m직진 지하철 6호선 화랑대역 2번 4번 출구 버스 이용시 간선 105 146 (서울과학기술대입구 정류장 하차) ,○ 6.3km   (시 작 점 : 육사삼거리   중간지점 : 화랑대사거리 → 화랑대역 → 과기대 고가철교 → 방문자센터)  종 점 : 경춘철교)      ※ 1. 행복주택 지역은 현재 공사중으로 이용 불가  2. 과기대 고가철교 미개통(행복주택 준공 후 개방 예정)  3. 3단계 구간(3km) 공사중 (‘17.10월 완료 예정)으로   현재 이용 가능한 길이는 3.3km     ○ 소요시간 : 1시간 30분 ,노원구,노원구 공릉2동 산 82-2,127.07648200000001,37.627077
126,율현공원,157535.0,관리시설 : 사무실 조경시설 : 정자(4개) 조형쉼터(10개) 조형파고라(3개) 수경시설 운동시설 : 게이트볼장 다목적구장 체력단련시설 편익시설 : 화장실(2개) 음수대(3개) 근로자대기실 유희시설 : 어린이놀이터(2개) ,,공원 인근에 서울공항 활주로가 위치하고 있어 공원 내에서 드론을 날리거나 헬륨가스 등이 들어간 풍선은 절대 이용해서는 안됩니다.  ,강남구,서울특별시 강남구 율현동 밤고개로24길(율현동 56),127.11559399999999,37.472332
